text,indices
"NETIA S.A. („Spółka”) z siedzibą w Warszawie, przy ulicy Poleczki 13, obejmującego:","{'entities': [(0, 10, 'company'), (57, 68, 'street_full')]}"
"“Netia Holdings S.A.” na “Netia S.A.” Siedziba Spółki znajduje się w Polsce, w Warszawie przy ulicy Poleczki 13. Emitent wraz","{'entities': [(26, 36, 'company'), (100, 111, 'street_full')]}"
finansowe Grupy Kapitałowej Netia S.A. („Grupa Netia”).,"{'entities': [(28, 38, 'company')]}"
"świadczenia usługi zakańczania połączeń w stacjonarnej publicznej sieci telefonicznej Netia S.A., dotyczących specyfikacji","{'entities': [(86, 96, 'company')]}"
Zabezpieczenie spłaty Kredytu stanowią: dwie hipoteki kaucyjne na użytkowaniu wieczystym nieruchomości Spółki przy ul. Poleczki 13,"{'entities': [(119, 130, 'street_full')]}"
ul. Jagiellońska 78,"{'entities': [(4, 19, 'street_full')]}"
"42 - 700 Lubliniec, ul. Powstańców 54","{'entities': [(20, 37, 'street_full')]}"
UL.SOKOLSKA 34,"{'entities': [(3, 14, 'street_full')]}"
"Siedziba Getin Holding S.A. mieści się we Wrocławiu, w Polsce, przy ul. Powstańców Śląskich 2-4.","{'entities': [(72, 95, 'street_full'), (68, 95, 'street_full')]}"
"ul. Powstańców Śl. 2-4,","{'entities': [(4, 22, 'street_full')]}"
"ENERGOMONTAŻ-PÓŁNOC SA, jako jednostka dominująca, posiada bezpośrednio udziały powyżej 20%","{'entities': [(0, 22, 'company')]}"
W dniu 12 kwietnia 2007 r. ENERGOMONTAŻ-PÓŁNOC SA sprzedała na rzecz Powiatu,"{'entities': [(27, 49, 'company')]}"
"zwykłych na okaziciela wyemitowanych przez ENERGOMONTAŻ-PÓŁNOC SA, dających 6.085.000 głosów","{'entities': [(43, 65, 'company')]}"
"Spółki ENERGOMONTAŻ-PÓŁNOC SA, tytułem wkładu niepieniężnego.","{'entities': [(7, 29, 'company')]}"
"posiada 15.619.093 akcje na okaziciela ENERGOMONTAŻ-PÓŁNOC SA, stanowiące 65,55% kapitału","{'entities': [(39, 61, 'company')]}"
"Na mocy decyzji Zarządu ENERGOMONTAŻ-PÓŁNOC SA, w marcu 2007 r. rozpoczęto proces","{'entities': [(24, 46, 'company')]}"
"odkupowania przez ENERGOMONTAŻ-PÓŁNOC SA akcji spółki zależnej, działającej pod firmą Zakłady","{'entities': [(18, 40, 'company')]}"
"W dniu 18 kwietnia 2007 r. spółka zależna od ENERGOMONTAŻ-PÓŁNOC SA, działająca pod firmą","{'entities': [(45, 67, 'company')]}"
"„Energop” Sp. z o.o. W związku z tym ENERGOMONTAŻ-PÓŁNOC SA posiada pośrednio 100,00% kapitału","{'entities': [(37, 59, 'company')]}"
"ostatni etap umarzania udziałów należących do ENERGOMONTAŻ-PÓŁNOC SA, postanowiło o umorzeniu z","{'entities': [(46, 68, 'company')]}"
W I-szym półroczu 2007 r. ENERGOMONTAŻ-PÓŁNOC SA dokonała korekty rezerw na świadczenia,"{'entities': [(26, 48, 'company')]}"
"pracowników ENERGOMONTAŻ-PÓŁNOC SA, który ujednolicił zasady naliczania odpraw i nagród","{'entities': [(12, 34, 'company')]}"
W latach 2002 - 2005 ENERGOMONTAŻ-PÓŁNOC SA ponosiła straty podatkowe.,"{'entities': [(21, 43, 'company')]}"
Z dniem 16 maja 2007 r. rozpoczęto proces wdrażania w ENERGOMONTAŻ-PÓŁNOC SA nowego,"{'entities': [(54, 76, 'company')]}"
"Rada Nadzorcza ENERGOMONTAŻ-PÓŁNOC SA, w okresie do dnia 15 lutego 2007 r. działała w","{'entities': [(15, 37, 'company')]}"
"Warszawie kontroli nad ENERGOMONTAŻ-PÓŁNOC SA, zaś w dniu 28 marca 2007 r. Emitent otrzymał, w","{'entities': [(23, 45, 'company')]}"
"Wobec powyższego, począwszy od dnia 12 czerwca 2007 r., Rada Nadzorcza ENERGOMONTAŻ-PÓŁNOC SA","{'entities': [(71, 93, 'company')]}"
W omawianym okresie sprawozdawczym ENERGOMONTAŻ-PÓŁNOC SA nie zawierała z osobami,"{'entities': [(35, 57, 'company')]}"
akcji ENERGOMONTAŻ-PÓŁNOC SA.,"{'entities': [(6, 28, 'company')]}"
"W ENERGOMONTAŻ-PÓŁNOC SA nie występują akcje uprzywilejowane co do głosu, zatem liczba","{'entities': [(2, 24, 'company')]}"
W dniu 29 maja 2007 r. Rada Nadzorcza ENERGOMONTAŻ-PÓŁNOC SA dokonała wyboru,"{'entities': [(38, 60, 'company')]}"
"Ernst & Young Audit Sp. z o.o. z siedzibą w Warszawie (00-124 Warszawa, ul. Rondo ONZ 1), jako","{'entities': [(76, 87, 'street_full'), (55, 70, 'city_postal')]}"
badania jednostkowego sprawozdania finansowego ENERGOMONTAŻ-PÓŁNOC SA za rok zakończony,"{'entities': [(47, 69, 'company')]}"
- udzielonych przez ENERGOMONTAŻ-PÓŁNOC SA,"{'entities': [(20, 42, 'company')]}"
"KGHM Polska Miedź S.A. (Spółka) z siedzibą w Lubinie przy ul. M. Skłodowskiej-Curie 48, jest spółką","{'entities': [(62, 86, 'street_full')]}"
"ul. Bronisława Czecha 36, 04 – 555 Warszawa","{'entities': [(4, 24, 'street_full')]}"
dominującej – PRATERM SA - oraz sprawozdania kontrolowanych przez jednostkę,"{'entities': [(14, 24, 'company')]}"
RACHUNEK ZMIAN W JEDNOSTKOWYM KAPITALE WŁASNYM PRATERM SA w okresie od 1 stycznia do 30 czerwca 2007,"{'entities': [(47, 57, 'company')]}"
"przy ul. 17 Stycznia 72a na Rzeszów, Al. Armii Krajowej 80.","{'entities': [(37, 58, 'street_full')]}"
"Siedziba Spółki mieści się na ul. Elbląskiej 135, 80-718 Gdańsk.","{'entities': [(50, 63, 'city_postal')]}"
"Siedziba: 85-676 Bydgoszcz, ul. Leśna 11-19","{'entities': [(32, 43, 'street_full'), (10, 26, 'city_postal')]}"
"9. O.ś ZELMAK Sp. z o.o. – ul. Leśna 19, 85-676 Bydgoszcz , Udziałowiec – Rafał Maria Jerzy","{'entities': [(41, 57, 'city_postal')]}"
SKONSOLIDOWANE SPRAWOZDANIE FINANSOWE GRUPY TELL S.A.,"{'entities': [(44, 53, 'company')]}"
Skład grupy kapitałowej TELL S.A. ..............................................................................................................................9,"{'entities': [(24, 33, 'company')]}"
GRUPA KAPITAŁOWA TELL S.A.,"{'entities': [(17, 26, 'company')]}"
"Siedziba Spółki: ul. Forteczna 19A, 61-362 Poznań.","{'entities': [(21, 34, 'street_full'), (36, 49, 'city_postal')]}"
"Siedziba: Katowice, (40-698) ul. Armii Krajowej 51","{'entities': [(33, 50, 'street_full')]}"
Siedziba Spółki mieści się w Śremie przy ul. Staszica 1,"{'entities': [(41, 55, 'street_full')]}"
"Siedziba Spółki znajduje się w Śremie, ul. Staszica 1","{'entities': [(39, 53, 'street_full')]}"
"Eurogas Polska Sp. z o.o. Siedziba: 43-200 Pszczyna, ul. Górnośląska 3.","{'entities': [(36, 51, 'city_postal')]}"
"ORLEN S.A. („Spółka”, „PKN ORLEN”, „Jednostka Dominująca”) z siedzibą w Płocku przy ul. Chemików 7.","{'entities': [(88, 98, 'street_full')]}"
"(„ETYLOBENZEN Płock Sp. z o.o.”) z siedzibą w Płocku przy ul. Chemików 7, 09- 411 Płock, podjęło uchwałę o","{'entities': [(62, 72, 'street_full')]}"
GRUPA KAPITAŁOWA ATM S.A.,"{'entities': [(17, 25, 'company')]}"
SPRAWOZDANIE FINANSOWE SPÓŁKI ATM S.A ZA OKRES OD 1 STYCZNIA 2007 DO 30,"{'entities': [(30, 38, 'company')]}"
sprawozdanie finansowe Grupy Kapitałowej ATM S.A. sporządzone według Międzynarodowych Standardów,"{'entities': [(41, 49, 'company')]}"
Pełna nazwa Emitenta: ATM S.A.,"{'entities': [(22, 30, 'company')]}"
ATM S.A. jako podmiot dominujący Grupy Kapitałowej ATM S.A. prowadzi przedsiębiorstwo w formie spółki,"{'entities': [(0, 8, 'company'), (51, 59, 'company')]}"
podziału działalności na oddzielnie rozliczane segmenty. Firma ATM S.A. świadczy usługi w następujących,"{'entities': [(63, 71, 'company')]}"
"ATM Services sp. z o.o., w którym ATM S.A. posiadała 60% udziałów.","{'entities': [(34, 42, 'company')]}"
"ATM-Mobile sp. z o.o., w której ATM S.A. miała 88,76% udziałów. Spółka ATM-Mobile jest","{'entities': [(32, 40, 'company')]}"
• spółka zależna mPay S.A. w której jednostka dominująca ATM-Mobile łącznie z ATM S.A.,"{'entities': [(78, 86, 'company')]}"
Iloggo sp. z o.o. z 60% udziałów ATM S.A.,"{'entities': [(33, 41, 'company')]}"
"KLK Technologie Informatyczne sp. z o.o. z 78,74% udziałów ATM S.A.","{'entities': [(59, 67, 'company')]}"
W pierwszej połowie 2007 roku zaszły następujące zmiany w Grupie Kapitałowej ATM S.A.:,"{'entities': [(77, 85, 'company')]}"
• ustanowienie 800 nowych udziałów objętych przez ATM S.A. i pokrycie ich wkładem,"{'entities': [(50, 58, 'company')]}"
W dniu 27 marca ATM S.A. nabyła 600 udziałów za łączną kwotę 3.000 tys. zł w Sputnik Software,"{'entities': [(16, 24, 'company')]}"
Na dzień 30 czerwca 2007 roku w skład grupy Kapitałowej ATM S.A. wchodzą następujące podmioty:,"{'entities': [(56, 64, 'company')]}"
Skonsolidowane sprawozdania finansowe Grupy ATM S.A. obejmujące okres od 1 stycznia do 30 czerwca,"{'entities': [(44, 52, 'company')]}"
Grupa ATM S.A. świadczy usługi teleinformatyczne w następujących dziedzinach:,"{'entities': [(6, 14, 'company')]}"
"W ramach usług telekomunikacyjnych nowej generacji, świadczonych przez ATM S.A., wyróżniamy:","{'entities': [(71, 79, 'company')]}"
Rozwiązania oparte na oprogramowaniu firm trzecich. ATM S.A. wdraża systemy informatyczne,"{'entities': [(52, 60, 'company')]}"
klientów. Produkt ten stanowi kolejny element rodziny produktów ATM S.A. o nazwie grupowej Atmosfera.,"{'entities': [(64, 72, 'company')]}"
zysku netto za rok 2006 oraz osiągnięcie przez akcje ATM S.A. notowane na GPW w Warszawie ceny na,"{'entities': [(53, 61, 'company')]}"
"z dnia 7 marca 2006 roku jednostka dominująca ATM S.A. dokonała sprzedaży nieruchomości, w skład","{'entities': [(46, 54, 'company')]}"
jednostka dominująca ATM S.A. dokonała sprzedaży wydzielonej części sieci światłowodowej na rzecz,"{'entities': [(21, 29, 'company')]}"
"postępowaniem odszkodowawczym. W ocenie Spółki, ATM S.A. wprowadzona została w błąd przez BWE","{'entities': [(48, 56, 'company')]}"
"w tej jednostce jest jednym z czterech wspólników, zaś w jednostce dominującej (ATM S.A.) pełni","{'entities': [(80, 88, 'company')]}"
"5% akcji w ATM S.A. (Nota 20),","{'entities': [(11, 19, 'company')]}"
W dniu 3 sierpnia 2007 roku Zarząd ATM S.A. dokonał przydziału akcji serii H wyemitowanych na,"{'entities': [(35, 43, 'company')]}"
2007 roku ATM S.A. objęła 2 750 000 udziałów nowej emisji spółki Linx Telecommunications B.V. z,"{'entities': [(10, 18, 'company')]}"
"PLN. ATM S.A. objęła 1000 udziałów o wartości nominalnej 50 PLN każdy, za łączną kwotę 50.000","{'entities': [(5, 13, 'company')]}"
sprzedażą nowych usług. Zarząd ATM S.A. podjął wszelkie racjonalne starania dla ograniczenia,"{'entities': [(31, 39, 'company')]}"
"Warszawa, ul.Grochowska 21a","{'entities': [(13, 27, 'street_full')]}"
"ATM Mobile Sp. z o.o. z siedzibą w Warszawie ul. Grochowska 21a,","{'entities': [(49, 63, 'street_full')]}"
"Iloggo sp. z o.o. z siedzibą w Warszawie ul. Grochowska 21a,","{'entities': [(45, 59, 'street_full')]}"
"mPay S.A. z siedzibą w Warszawie ul. Grochowska 21a,","{'entities': [(37, 51, 'street_full')]}"
"Rec-Order sp. z o.o. z siedzibą w Warszawie ul. Grochowska 21a,","{'entities': [(48, 62, 'street_full')]}"
"Tadeusz Czichon 721 000 akcji – 21,88% udziału w kapitale zakładowym – Wiceprezes Zarządu ATM S.A.;","{'entities': [(90, 98, 'company')]}"
"Roman Szwed 452 225 akcji – 13,72% udziału w kapitale zakładowym – Prezes Zarządu ATM S.A.;","{'entities': [(82, 90, 'company')]}"
Spółki ATM PP sp. z o.o. oraz spółka jawna A. Chalimoniuk i Wspólnicy ATM śa powiązane z ATM S.A.,"{'entities': [(89, 97, 'company')]}"
"Amsterdamie za kwotę 16,5 mln euro. W ten sposób ATM S.A. posiada 22% udziałów w kapitale","{'entities': [(49, 57, 'company')]}"
sp. z o.o. z siedzibą w Warszawie. Kapitał zakładowy nowo utworzonej spółki wynosi 50.050 zł. ATM S.A.,"{'entities': [(94, 102, 'company')]}"
Jednostka dominująca APATOR SA,"{'entities': [(21, 30, 'company')]}"
dywidendy za rok obrotowy 2006 uzyskali Akcjonariusze posiadający akcje spółki APATOR SA w dniu 6,"{'entities': [(79, 88, 'company')]}"
ul. Senatorska 16,"{'entities': [(0, 17, 'street_full')]}"
zatwierdzenia regulaminu programu motywacyjnego przez radę nadzorczą ZELMER SA tj. na dzień,"{'entities': [(69, 78, 'company')]}"
"Spółka Capital Partners S.A. z siedzibą przy ul. Królewskiej 16 w Warszawie, 00-103 Warszawa,","{'entities': [(77, 92, 'city_postal')]}"
"• Dom Maklerski Capital Partners S.A., ul. Królewska 16, 00-103 Warszawa.","{'entities': [(43, 55, 'street_full'), (57, 72, 'city_postal')]}"
"• Bipromet S.A., ul. Graniczna 29, Katowice. Capital Partners S.A. posiada 64% udziałów –","{'entities': [(21, 33, 'street_full')]}"
"• CP Energia S.A., ul. Królewska 16, 00-103 Warszawa – 41,89% udziałów","{'entities': [(23, 35, 'street_full'), (37, 52, 'city_postal')]}"
"• eCard S.A., ul. Królewska 16, 00-103 Warszawa – 23,98% udziałów","{'entities': [(18, 30, 'street_full'), (32, 47, 'city_postal')]}"
"• Xtrade S.A., ul. Królewska 16, 00-103 Warszawa – 24,99% udziałów.","{'entities': [(19, 31, 'street_full'), (33, 48, 'city_postal')]}"
Wielkość realizowanych przychodów ze sprzedaży pozwala na zaliczenie GK LPP SA do grona,"{'entities': [(72, 78, 'company')]}"
operują podmioty z GK LPP SA daje bardzo duże szanse na dalszy rozwój GK LPP SA.,"{'entities': [(22, 28, 'company'), (73, 79, 'company')]}"
GK LPP SA wyniki.,"{'entities': [(3, 9, 'company')]}"
Większość operacji zakupu towarów handlowych nabywanych przez GK LPP SA związana jest z,"{'entities': [(65, 71, 'company')]}"
"Koszty finansowania zewnętrznego, są ujmowane przez LPP SA zgodnie z podejściem wzorcowym,","{'entities': [(52, 58, 'company')]}"
Walutą funkcjonalną LPP SA jest złoty polski (PLN).,"{'entities': [(20, 26, 'company')]}"
SKRÓCONE SPRAWOZDANIE ES-SYSTEM SPÓŁKA AKCYJNA......................................................................................................... 46,"{'entities': [(22, 46, 'company')]}"
30-701 Kraków ul. Przemysłowa 2,"{'entities': [(18, 31, 'street_full'), (0, 13, 'city_postal')]}"
"Przemysłowa 2, 30-701 Kraków","{'entities': [(0, 13, 'street_full'), (15, 28, 'city_postal')]}"
"Sp. z o.o., ul. Wincentego Pola 16, 44-100 Gliwice","{'entities': [(36, 50, 'city_postal')]}"
"z.o.o.., ul. Spichlerzowa 42, 35-322 Rzeszów","{'entities': [(30, 44, 'city_postal')]}"
"Karolinowska 72, 97-300 Piotrków Trybunalski","{'entities': [(17, 44, 'city_postal')]}"
"o.o. , ul. Racławicka 15/19, 53-149 Wrocław","{'entities': [(7, 27, 'street_full'), (29, 43, 'city_postal')]}"
"Adres: ul. Toruńska 298a, 85-880 Bydgoszcz","{'entities': [(26, 42, 'city_postal')]}"
"Zakłady Chemiczne „Police” Spółka Akcyjna z siedzibą w Policach, ul. Kuźnicka 1,","{'entities': [(69, 79, 'street_full')]}"
ENEA S.A.,"{'entities': [(0, 9, 'company')]}"
Zagnańska 27,"{'entities': [(0, 12, 'street_full')]}"
"siedzibą w Polsce, Kielce (25-528 Kielce ul. Zagnańska 27) wpisanej do Krajowego Rejestru Sądowego pod","{'entities': [(41, 57, 'street_full'), (45, 57, 'street_full'), (27, 40, 'city_postal')]}"
Fund I S.A. (25-528 Kielce ul Zagnańska 27). W stosunku do akcji Echo zastosowana jest metoda praw,"{'entities': [(30, 42, 'street_full'), (13, 26, 'city_postal')]}"
"centrum Wrocławia, przy ulicy Powstańców Śląskich 2-4. Część działek wchodzących w","{'entities': [(30, 53, 'street_full')]}"
Polcolorit Spółka Akcyjna 58-573 Piechowice ul. Jeleniogórska 7,"{'entities': [(48, 63, 'street_full'), (26, 43, 'city_postal')]}"
Polsce pod nr KRS 16854. Siedziba Spó ki mie ci si w Katowicach przy ul. Mickiewicza 29.,"{'entities': [(69, 87, 'street_full')]}"
"40-085 Katowice, ul. Mickiewicza 29","{'entities': [(17, 35, 'street_full'), (0, 15, 'city_postal')]}"
1. Umowa najmu Pomieszczeń użytkowych – budynek Szpitala ul. Wileńska 44,"{'entities': [(61, 72, 'street_full')]}"
"ul. Wileńska 44, 80-215 Gdańsk","{'entities': [(4, 15, 'street_full'), (17, 30, 'city_postal')]}"
"ISH Polska sp. z o.o. z siedzibą w Gdańsku, ul. Wileńska 44, wpisana do Krajowego Rejestru Sądowego","{'entities': [(48, 59, 'street_full')]}"
"Swissmed Development Sp. z o.o. z siedzibą w Gdańsku, ul. Wileńska 44, wpisana do Krajowego","{'entities': [(58, 69, 'street_full')]}"
"40 -541 Katowice, ul. Rzepakowa 2","{'entities': [(18, 33, 'street_full')]}"
"w dniu 25.06.2007 r. odbyło się Walne Zgromadzenie Akcjonariuszy Farmacol S.A., na","{'entities': [(65, 78, 'company')]}"
"Jerozolimskie 162; 02-342 Warszawa, zarejestrowana pod numerem KRS 0000209227 przez Sąd","{'entities': [(19, 34, 'city_postal')]}"
"PING-INVEST Spółka z ograniczoną odpowiedzialnością z siedzibą: ul. Grójecka 194, 02-390","{'entities': [(68, 80, 'street_full')]}"
"Jerozolimskie 162; 02-342 Warszawa ( poprzedni adres siedziby: ul. Grójecka 194, Warszawa),","{'entities': [(67, 79, 'street_full'), (19, 34, 'city_postal')]}"
"- Siedziba: 30-126 Kraków, ul. G. Zapolskiej 16A","{'entities': [(12, 25, 'city_postal')]}"
Unima 2000 Systemy Teleinformatyczne S.A. stosuje zasady i metody rachunkowości zgodne z ustawą z dnia 29,"{'entities': [(0, 40, 'company')]}"
"38-500 Sanok, ul. Reymonta 19","{'entities': [(18, 29, 'street_full'), (0, 12, 'city_postal')]}"
"finansowego Inter Cars S.A. z siedzibą w Warszawie, ul. Powsińska 64, na które składa się: skrócony","{'entities': [(56, 68, 'street_full')]}"
Ul. Pilczycka 144-148,"{'entities': [(4, 21, 'street_full')]}"
"przechowuje się w siedzibie jednostki dominującej: 22-400 Zamość, ul. Fabryczna 1.","{'entities': [(70, 81, 'street_full'), (51, 64, 'city_postal')]}"
"Siedziba: 50-428 Wrocław, ul. Krakowska 119","{'entities': [(10, 24, 'city_postal')]}"
"w Pruszkowie, przy ul. 3 Maja 8, na które składają się:","{'entities': [(23, 31, 'street_full')]}"
b. Siedziba Spółki dominującej mieści się w Pruszkowie przy ul. 3-go Maja 8.,"{'entities': [(64, 75, 'street_full')]}"
"Coast S.A. (zwanej dalej Spółką), z siedzibą w Pruszkowie, przy ul. 3 Maja 8, na które składają się:","{'entities': [(68, 76, 'street_full')]}"
"North Coast S.A., ul. 3-go Maja 8, 05-800 Pruszków, NIP 526-02-05-055","{'entities': [(22, 33, 'street_full'), (35, 50, 'city_postal')]}"
"Adres Spółki: Dąbrowa Górnicza ul. Chemiczna 6, 42-520","{'entities': [(35, 46, 'street_full')]}"
"Adres Spółki: Dąbrowa Górnicza, ul. Chemiczna 6, 42-520","{'entities': [(36, 47, 'street_full')]}"
93-124 Łódź,"{'entities': [(0, 11, 'city_postal')]}"
Hipoteka przymusowa KW 89873/1 na nieruchomości w Łodzi ul.Kilińskiego 228 na,"{'entities': [(59, 74, 'street_full')]}"
"Dział Rynków Zagranicznych, ul. Książęca 4, 00-498 Warszawa","{'entities': [(32, 42, 'street_full')]}"
"POK Lubliniec, ul. Zwycięstwa 2, 42-700 Lubliniec","{'entities': [(33, 49, 'city_postal')]}"
"POK Racibórz, ul. Batorego 5, 47-400 Racibórz","{'entities': [(30, 45, 'city_postal')]}"
"POK Tarnów, ul. Wałowa 16, 33-100 Tarnów,","{'entities': [(27, 40, 'city_postal')]}"
"POK Gliwice, ul. Zwycięstwa 14, 44-100 Gliwice","{'entities': [(32, 46, 'city_postal')]}"
"POK Pszczyna, ul. Bednarska 5, 43-200 Pszczyna","{'entities': [(31, 46, 'city_postal')]}"
"POK Wrocław, ul. Ruska 51 B, 50-067 Wrocław,","{'entities': [(17, 25, 'street_full')]}"
"b) siedziba – 30-960 Kraków, ul. Zabłocie 23","{'entities': [(33, 44, 'street_full'), (14, 27, 'city_postal')]}"
"b) siedziba – Kraków, ul. Zabłocie 23","{'entities': [(26, 37, 'street_full')]}"
Uchwałą nr 17 Walnego Zgromadzenia Akcjonariuszy TORFARM SA z dnia 30 czerwca 2006 roku Walne,"{'entities': [(49, 59, 'company')]}"
spółki oraz członków zarządów określonych spółek z grupy kapitałowej TORFARM SA Programu Motywacyjnego.,"{'entities': [(69, 79, 'company')]}"
